+6165.270000, +0.992115
+6165.271000, +0.991308
+6165.272000, +0.990461
+6165.273000, +0.989576
+6165.274000, +0.988652
+6165.275000, +0.987688
+6165.276000, +0.986686
+6165.277000, +0.985645
+6165.278000, +0.984564
+6165.279000, +0.983445
+6165.280000, +0.982287
+6165.281000, +0.981091
+6165.282000, +0.979855
+6165.283000, +0.978581
+6165.284000, +0.977268
+6165.285000, +0.975917
+6165.286000, +0.974527
+6165.287000, +0.973099
+6165.288000, +0.971632
+6165.289000, +0.970127
+6165.290000, +0.968583
+6165.291000, +0.967001
+6165.292000, +0.965382
+6165.293000, +0.963724
+6165.294000, +0.962028
+6165.295000, +0.960294
+6165.296000, +0.958522
+6165.297000, +0.956712
+6165.298000, +0.954865
+6165.299000, +0.952979
+6165.300000, +0.951057
+6165.301000, +0.949096
+6165.302000, +0.947098
+6165.303000, +0.945063
+6165.304000, +0.942991
+6165.305000, +0.940881
+6165.306000, +0.938734
+6165.307000, +0.936550
+6165.308000, +0.934329
+6165.309000, +0.932071
+6165.310000, +0.929776
+6165.311000, +0.927445
+6165.312000, +0.925077
+6165.313000, +0.922673
+6165.314000, +0.920232
+6165.315000, +0.917755
+6165.316000, +0.915241
+6165.317000, +0.912692
+6165.318000, +0.910106
+6165.319000, +0.907484
+6165.320000, +0.904827
+6165.321000, +0.902134
+6165.322000, +0.899405
+6165.323000, +0.896641
+6165.324000, +0.893841
+6165.325000, +0.891007
+6165.326000, +0.888136
+6165.327000, +0.885231
+6165.328000, +0.882291
+6165.329000, +0.879316
+6165.330000, +0.876307
+6165.331000, +0.873262
+6165.332000, +0.870184
+6165.333000, +0.867071
+6165.334000, +0.863923
+6165.335000, +0.860742
+6165.336000, +0.857527
+6165.337000, +0.854277
+6165.338000, +0.850994
+6165.339000, +0.847678
+6165.340000, +0.844328
+6165.341000, +0.840945
+6165.342000, +0.837528
+6165.343000, +0.834078
+6165.344000, +0.830596
+6165.345000, +0.827081
+6165.346000, +0.823533
+6165.347000, +0.819952
+6165.348000, +0.816339
+6165.349000, +0.812694
+6165.350000, +0.809017
+6165.351000, +0.805308
+6165.352000, +0.801567
+6165.353000, +0.797794
+6165.354000, +0.793990
+6165.355000, +0.790155
+6165.356000, +0.786288
+6165.357000, +0.782391
+6165.358000, +0.778462
+6165.359000, +0.774503
+6165.360000, +0.770513
+6165.361000, +0.766493
+6165.362000, +0.762443
+6165.363000, +0.758362
+6165.364000, +0.754251
+6165.365000, +0.750111
+6165.366000, +0.745941
+6165.367000, +0.741742
+6165.368000, +0.737513
+6165.369000, +0.733255
+6165.370000, +0.728969
+6165.371000, +0.724653
+6165.372000, +0.720309
+6165.373000, +0.715936
+6165.374000, +0.711536
+6165.375000, +0.707107
+6165.376000, +0.702650
+6165.377000, +0.698165
+6165.378000, +0.693653
+6165.379000, +0.689114
+6165.380000, +0.684547
+6165.381000, +0.679953
+6165.382000, +0.675333
+6165.383000, +0.670686
+6165.384000, +0.666012
+6165.385000, +0.661312
+6165.386000, +0.656586
+6165.387000, +0.651834
+6165.388000, +0.647056
+6165.389000, +0.642253
+6165.390000, +0.637424
+6165.391000, +0.632570
+6165.392000, +0.627691
+6165.393000, +0.622788
+6165.394000, +0.617860
+6165.395000, +0.612907
+6165.396000, +0.607930
+6165.397000, +0.602930
+6165.398000, +0.597905
+6165.399000, +0.592857
+6165.400000, +0.587785
+6165.401000, +0.582690
+6165.402000, +0.577573
+6165.403000, +0.572432
+6165.404000, +0.567269
+6165.405000, +0.562083
+6165.406000, +0.556876
+6165.407000, +0.551646
+6165.408000, +0.546394
+6165.409000, +0.541121
+6165.410000, +0.535827
+6165.411000, +0.530511
+6165.412000, +0.525175
+6165.413000, +0.519817
+6165.414000, +0.514440
+6165.415000, +0.509041
+6165.416000, +0.503623
+6165.417000, +0.498185
+6165.418000, +0.492727
+6165.419000, +0.487250
+6165.420000, +0.481754
+6165.421000, +0.476238
+6165.422000, +0.470704
+6165.423000, +0.465151
+6165.424000, +0.459580
+6165.425000, +0.453990
+6165.426000, +0.448383
+6165.427000, +0.442758
+6165.428000, +0.437116
+6165.429000, +0.431456
+6165.430000, +0.425779
+6165.431000, +0.420086
+6165.432000, +0.414376
+6165.433000, +0.408649
+6165.434000, +0.402906
+6165.435000, +0.397148
+6165.436000, +0.391374
+6165.437000, +0.385584
+6165.438000, +0.379779
+6165.439000, +0.373959
+6165.440000, +0.368125
+6165.441000, +0.362275
+6165.442000, +0.356412
+6165.443000, +0.350534
+6165.444000, +0.344643
+6165.445000, +0.338738
+6165.446000, +0.332820
+6165.447000, +0.326888
+6165.448000, +0.320944
+6165.449000, +0.314987
+6165.450000, +0.309017
+6165.451000, +0.303035
+6165.452000, +0.297042
+6165.453000, +0.291036
+6165.454000, +0.285019
+6165.455000, +0.278991
+6165.456000, +0.272952
+6165.457000, +0.266902
+6165.458000, +0.260842
+6165.459000, +0.254771
+6165.460000, +0.248690
+6165.461000, +0.242599
+6165.462000, +0.236499
+6165.463000, +0.230389
+6165.464000, +0.224271
+6165.465000, +0.218143
+6165.466000, +0.212007
+6165.467000, +0.205863
+6165.468000, +0.199710
+6165.469000, +0.193549
+6165.470000, +0.187381
+6165.471000, +0.181206
+6165.472000, +0.175023
+6165.473000, +0.168833
+6165.474000, +0.162637
+6165.475000, +0.156434
+6165.476000, +0.150226
+6165.477000, +0.144011
+6165.478000, +0.137790
+6165.479000, +0.131564
+6165.480000, +0.125333
+6165.481000, +0.119097
+6165.482000, +0.112856
+6165.483000, +0.106611
+6165.484000, +0.100362
+6165.485000, +0.094108
+6165.486000, +0.087851
+6165.487000, +0.081591
+6165.488000, +0.075327
+6165.489000, +0.069060
+6165.490000, +0.062791
+6165.491000, +0.056519
+6165.492000, +0.050244
+6165.493000, +0.043968
+6165.494000, +0.037690
+6165.495000, +0.031411
+6165.496000, +0.025130
+6165.497000, +0.018848
+6165.498000, +0.012566
+6165.499000, +0.006283
+6165.500000, +0.000000
+6165.501000, -0.006283
+6165.502000, -0.012566
